func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00284512
transpose(Dense)	Dense	float	2000	2000	0.0150378
transpose(Dense)	Dense	float	3000	3000	0.048865
transpose(Dense)	Dense	float	4000	4000	0.0980676
transpose(Dense)	Dense	float	5000	5000	0.154021
transpose(Dense)	Dense	float	6000	6000	0.21314
transpose(Dense)	Dense	float	7000	7000	0.319096
transpose(Dense)	Dense	float	8000	8000	0.391918
transpose(Dense)	Dense	float	9000	9000	0.52837
transpose(Dense)	Dense	float	10000	10000	0.613017
transpose(Dense)	Dense	double	1000	1000	0.0035127
transpose(Dense)	Dense	double	2000	2000	0.0273159
transpose(Dense)	Dense	double	3000	3000	0.0735237
transpose(Dense)	Dense	double	4000	4000	0.147786
transpose(Dense)	Dense	double	5000	5000	0.228986
transpose(Dense)	Dense	double	6000	6000	0.337008
transpose(Dense)	Dense	double	7000	7000	0.453196
transpose(Dense)	Dense	double	8000	8000	0.619567
transpose(Dense)	Dense	double	9000	9000	0.75108
transpose(Dense)	Dense	double	10000	10000	0.928304
