func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00415146	481.758
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0132069	511.098
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0306982	521.202
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0606809	514.989
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.101817	530.363
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.167521	511.877
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.24646	519.355
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.338265	538.778
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.468241	533.913
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00851956	234.754
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0279073	241.873
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0637419	251.012
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.118718	263.228
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.203589	265.24
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.319328	268.532
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.473855	270.125
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.668229	272.736
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.912168	274.072
