func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00289477
transpose(Dense)	Dense	float	2000	2000	0.0151742
transpose(Dense)	Dense	float	3000	3000	0.0519971
transpose(Dense)	Dense	float	4000	4000	0.0970944
transpose(Dense)	Dense	float	5000	5000	0.154191
transpose(Dense)	Dense	float	6000	6000	0.212425
transpose(Dense)	Dense	float	7000	7000	0.318905
transpose(Dense)	Dense	float	8000	8000	0.392161
transpose(Dense)	Dense	float	9000	9000	0.527671
transpose(Dense)	Dense	float	10000	10000	0.613298
transpose(Dense)	Dense	double	1000	1000	0.00354376
transpose(Dense)	Dense	double	2000	2000	0.027938
transpose(Dense)	Dense	double	3000	3000	0.0735281
transpose(Dense)	Dense	double	4000	4000	0.14776
transpose(Dense)	Dense	double	5000	5000	0.228579
transpose(Dense)	Dense	double	6000	6000	0.336924
transpose(Dense)	Dense	double	7000	7000	0.453341
transpose(Dense)	Dense	double	8000	8000	0.620641
transpose(Dense)	Dense	double	9000	9000	0.752384
transpose(Dense)	Dense	double	10000	10000	0.929142
