func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00458849	435.873
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0132567	509.176
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0316961	504.795
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.06972	448.222
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.108013	499.938
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.162461	527.818
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.235092	544.468
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.337494	540.01
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.461822	541.334
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00847157	236.084
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0272781	247.451
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0630875	253.616
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.118034	264.754
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.202974	266.044
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.317882	269.754
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.472723	270.772
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.667638	272.977
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.914993	273.226
