func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00759921	263.185
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00464686	1452.59
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00907531	1763.03
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0152845	2044.56
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0256765	2103.09
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0410342	2089.72
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0606437	2110.69
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0881339	2067.88
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121853	2051.66
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0280571	71.2832
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0887804	76.0303
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208893	76.5941
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406064	76.9583
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.681989	79.1801
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09109	78.5912
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.623	78.8663
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31656	78.6727
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18579	78.4736
