func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	vector	float	1000	1.48233e-07	6.74612	26.9845
asum	vector	float	10000	1.19193e-06	8.38973	33.5589
asum	vector	float	100000	0.000316399	0.316057	1.26423
asum	vector	float	1000000	1.75718e-05	56.9093	227.637
asum	vector	float	10000000	0.000258689	38.6564	154.626
asum	vector	float	100000000	0.0323949	3.08691	12.3476
asum	vector	double	1000	2.79433e-07	3.57867	28.6294
asum	vector	double	10000	6.53367e-06	1.53053	12.2443
asum	vector	double	100000	0.00107181	0.0933001	0.746401
asum	vector	double	1000000	3.14234e-05	31.8235	254.588
asum	vector	double	10000000	0.00517294	1.93314	15.4651
asum	vector	double	100000000	0.0650642	1.53694	12.2955
