func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00283285	57.1863
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00609669	59.7865
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.011152	58.1059
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0195281	51.8484
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0288801	50.4845
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0149609	10.8283
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0327054	11.1449
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0553946	11.6979
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0862088	11.7447
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.125422	11.6247
