func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	0.000497661	0.0040188	0.0241128
axpy	float	10000	0.00049347	0.0405294	0.243176
axpy	float	100000	0.000509766	0.392337	2.35402
axpy	float	1000000	0.000603494	3.31403	19.8842
axpy	float	10000000	0.00169084	11.8285	70.9708
axpy	float	100000000	0.0124867	16.017	96.1019
axpy	double	1000	0.000434718	0.00460068	0.0552082
axpy	double	10000	0.000438228	0.0456384	0.54766
axpy	double	100000	0.000450974	0.443484	5.32181
axpy	double	1000000	0.000673738	2.96851	35.6222
axpy	double	10000000	0.00282622	7.07658	84.919
axpy	double	100000000	0.0244159	8.19139	98.2967
