func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.00186292	1.07358
matvec(Dense)	float	2000	2000	6.38354e-05	125.322
matvec(Dense)	float	3000	3000	0.000173942	103.483
matvec(Dense)	float	4000	4000	0.00495757	6.45477
matvec(Dense)	float	5000	5000	0.00943091	5.30172
matvec(Dense)	float	6000	6000	0.0146507	4.91444
matvec(Dense)	float	7000	7000	0.0202442	4.8409
matvec(Dense)	float	8000	8000	0.0267481	4.78538
matvec(Dense)	float	9000	9000	0.0212737	7.61503
matvec(Dense)	float	10000	10000	0.0425031	4.70554
matvec(Dense)	double	1000	1000	0.00014725	13.5824
matvec(Dense)	double	2000	2000	0.000143155	55.8836
matvec(Dense)	double	3000	3000	0.00589192	3.05503
matvec(Dense)	double	4000	4000	0.0121813	2.62698
matvec(Dense)	double	5000	5000	0.0204581	2.44402
matvec(Dense)	double	6000	6000	0.0296402	2.42913
matvec(Dense)	double	7000	7000	0.0283758	3.45365
matvec(Dense)	double	8000	8000	0.0350305	3.65395
matvec(Dense)	double	9000	9000	0.0620839	2.60937
matvec(Dense)	double	10000	10000	0.0807614	2.47643
