func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	9.4736e-06	0.105556	0.844452
v_minus	float	10000	1.87841e-05	0.532365	4.25892
v_minus	float	100000	0.000148554	0.673157	5.38525
v_minus	float	1000000	0.00115092	0.868868	6.95095
v_minus	float	10000000	0.0298993	0.334455	2.67564
v_minus	float	100000000	0.270601	0.369548	2.95638
v_minus	double	1000	9.7575e-06	0.102485	1.63976
v_minus	double	10000	2.95568e-05	0.338332	5.41331
v_minus	double	100000	0.000249192	0.401297	6.42076
v_minus	double	1000000	0.00229266	0.436174	6.97878
v_minus	double	10000000	0.0619943	0.161305	2.58088
v_minus	double	100000000	0.555972	0.179865	2.87784
