func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	7.089e-07	2.82127	5.64254
nrm2	float	10000	2.201e-06	9.08678	18.1736
nrm2	float	100000	9.6033e-06	20.8262	41.6523
nrm2	float	1000000	2.54484e-05	78.5904	157.181
nrm2	float	10000000	0.000232514	86.0163	172.033
nrm2	float	100000000	0.00775661	25.7845	51.5689
nrm2	double	1000	5.089e-07	3.93005	15.7202
nrm2	double	10000	6.4062e-06	3.12198	12.4879
nrm2	double	100000	1.06776e-05	18.7308	74.9232
nrm2	double	1000000	3.32226e-05	60.2	240.8
nrm2	double	10000000	0.00238435	8.38804	33.5522
nrm2	double	100000000	0.0168148	11.8943	47.5771
