func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	5.60354e-05	2.89103
matvec(CRS)	float	10000	10000	0.000189882	8.53163
matvec(CRS)	float	100000	100000	0.00957728	1.6915
matvec(CRS)	float	1000000	1000000	0.108394	1.49455
matvec(CRS)	double	1000	1000	2.96466e-05	5.46437
matvec(CRS)	double	10000	10000	0.000224206	7.22549
matvec(CRS)	double	100000	100000	0.0150577	1.07586
matvec(CRS)	double	1000000	1000000	0.105017	1.5426
