func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.11e-07	6.43087	38.5852
axpy	float	10000	7.0374e-06	2.84196	17.0518
axpy	float	100000	0.000458157	0.436531	2.61919
axpy	float	1000000	3.2879e-05	60.8291	364.975
axpy	float	10000000	0.00736407	2.71589	16.2953
axpy	float	100000000	0.0313627	6.37699	38.262
axpy	double	1000	3.667e-07	5.45405	65.4486
axpy	double	10000	7.9279e-06	2.52274	30.2728
axpy	double	100000	1.13997e-05	17.5443	210.532
axpy	double	1000000	5.93557e-05	33.6952	404.342
axpy	double	10000000	0.0142984	1.39875	16.7851
axpy	double	100000000	0.0950316	2.10456	25.2547
