func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.694e-07	7.4239	29.6956
dot	float	10000	6.854e-06	2.918	11.672
dot	float	100000	9.3563e-06	21.376	85.5039
dot	float	1000000	2.76978e-05	72.2079	288.832
dot	float	10000000	0.00686519	2.91325	11.653
dot	float	100000000	0.0157413	12.7054	50.8217
dot	double	1000	5.631e-07	3.55177	28.4141
dot	double	10000	8.0682e-06	2.47887	19.8309
dot	double	100000	1.12718e-05	17.7434	141.947
dot	double	1000000	4.8657e-05	41.1041	328.832
dot	double	10000000	0.00553341	3.61441	28.9153
dot	double	100000000	0.0512234	3.90447	31.2357
