func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.0029034
transpose(Dense)	Dense	float	2000	2000	0.0154082
transpose(Dense)	Dense	float	3000	3000	0.0495362
transpose(Dense)	Dense	float	4000	4000	0.0960624
transpose(Dense)	Dense	float	5000	5000	0.154701
transpose(Dense)	Dense	float	6000	6000	0.213989
transpose(Dense)	Dense	float	7000	7000	0.320107
transpose(Dense)	Dense	float	8000	8000	0.393547
transpose(Dense)	Dense	float	9000	9000	0.529318
transpose(Dense)	Dense	float	10000	10000	0.614366
transpose(Dense)	Dense	double	1000	1000	0.00356796
transpose(Dense)	Dense	double	2000	2000	0.0280566
transpose(Dense)	Dense	double	3000	3000	0.073745
transpose(Dense)	Dense	double	4000	4000	0.148322
transpose(Dense)	Dense	double	5000	5000	0.229097
transpose(Dense)	Dense	double	6000	6000	0.339843
transpose(Dense)	Dense	double	7000	7000	0.452794
transpose(Dense)	Dense	double	8000	8000	0.619906
transpose(Dense)	Dense	double	9000	9000	0.751767
transpose(Dense)	Dense	double	10000	10000	0.929177
