func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.0012435	0.651387
m_tanh(CRS)	CRS	float	20000	20000	0.00086144	1.88057
m_tanh(CRS)	CRS	float	30000	30000	0.00128536	1.89052
m_tanh(CRS)	CRS	float	40000	40000	0.00171246	1.89201
m_tanh(CRS)	CRS	float	50000	50000	0.00209926	1.92925
m_tanh(CRS)	CRS	float	60000	60000	0.00256434	1.89522
m_tanh(CRS)	CRS	float	70000	70000	0.00311479	1.82035
m_tanh(CRS)	CRS	float	80000	80000	0.00369923	1.75171
m_tanh(CRS)	CRS	float	90000	90000	0.00441021	1.65298
m_tanh(CRS)	CRS	float	100000	100000	0.00499772	1.62074
m_tanh(CRS)	CRS	double	10000	10000	0.000738736	1.09647
m_tanh(CRS)	CRS	double	20000	20000	0.00146053	1.10919
m_tanh(CRS)	CRS	double	30000	30000	0.00218621	1.11151
m_tanh(CRS)	CRS	double	40000	40000	0.00342272	0.946615
m_tanh(CRS)	CRS	double	50000	50000	0.00491032	0.824794
m_tanh(CRS)	CRS	double	60000	60000	0.00705782	0.688598
m_tanh(CRS)	CRS	double	70000	70000	0.00800604	0.708215
m_tanh(CRS)	CRS	double	80000	80000	0.0102721	0.630833
m_tanh(CRS)	CRS	double	90000	90000	0.0118448	0.615459
m_tanh(CRS)	CRS	double	100000	100000	0.0133564	0.60645
