func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0075152	266.127
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00458294	1472.85
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00914868	1748.89
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0156128	2001.57
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0259868	2077.98
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0416542	2058.62
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0609268	2100.88
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0885786	2057.49
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122582	2039.44
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0278978	71.6902
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0884452	76.3184
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208868	76.6035
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406259	76.9214
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682083	79.1693
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.0907	78.6195
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.62326	78.8538
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31657	78.6722
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18594	78.4697
