func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	CRS	float	10000	10000	0.00883911	0.183276
matvec(CRS)	CRS	float	20000	20000	0.000492815	6.57448
matvec(CRS)	CRS	float	30000	30000	0.00066351	7.32468
matvec(CRS)	CRS	float	40000	40000	0.000812788	7.97256
matvec(CRS)	CRS	float	50000	50000	0.000980963	8.25719
matvec(CRS)	CRS	float	60000	60000	0.00113404	8.57113
matvec(CRS)	CRS	float	70000	70000	0.00130848	8.66655
matvec(CRS)	CRS	float	80000	80000	0.00151495	8.55476
matvec(CRS)	CRS	float	90000	90000	0.00161731	9.01498
matvec(CRS)	CRS	float	100000	100000	0.00177318	9.13612
matvec(CRS)	CRS	double	10000	10000	0.000354712	4.56708
matvec(CRS)	CRS	double	20000	20000	0.000563317	5.75165
matvec(CRS)	CRS	double	30000	30000	0.000791878	6.13731
matvec(CRS)	CRS	double	40000	40000	0.00100225	6.46543
matvec(CRS)	CRS	double	50000	50000	0.00121868	6.64653
matvec(CRS)	CRS	double	60000	60000	0.00141605	6.86416
matvec(CRS)	CRS	double	70000	70000	0.00161994	7.00024
matvec(CRS)	CRS	double	80000	80000	0.00182932	7.08459
matvec(CRS)	CRS	double	90000	90000	0.00203272	7.17266
matvec(CRS)	CRS	double	100000	100000	0.0022486	7.20447
