func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00237647
convert(COO,Dense)	Dense	float	2000	2000	0.00559522
convert(COO,Dense)	Dense	float	3000	3000	0.016925
convert(COO,Dense)	Dense	float	4000	4000	0.0296093
convert(COO,Dense)	Dense	float	5000	5000	0.0450842
convert(COO,Dense)	Dense	float	6000	6000	0.0635008
convert(COO,Dense)	Dense	float	7000	7000	0.0849441
convert(COO,Dense)	Dense	float	8000	8000	0.109883
convert(COO,Dense)	Dense	float	9000	9000	0.136538
convert(COO,Dense)	Dense	float	10000	10000	0.167398
convert(COO,Dense)	Dense	double	1000	1000	0.00285266
convert(COO,Dense)	Dense	double	2000	2000	0.00888261
convert(COO,Dense)	Dense	double	3000	3000	0.0316559
convert(COO,Dense)	Dense	double	4000	4000	0.0547097
convert(COO,Dense)	Dense	double	5000	5000	0.0841312
convert(COO,Dense)	Dense	double	6000	6000	0.119196
convert(COO,Dense)	Dense	double	7000	7000	0.161396
convert(COO,Dense)	Dense	double	8000	8000	0.208072
convert(COO,Dense)	Dense	double	9000	9000	0.26146
convert(COO,Dense)	Dense	double	10000	10000	0.320608
