func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00271693	59.6262
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00613541	59.4093
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0116974	55.3968
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0193662	52.2817
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.029795	48.9344
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0150016	10.7989
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0328943	11.081
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0551662	11.7463
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0863826	11.7211
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.126154	11.5573
