func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0075226	265.866
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0045883	1471.13
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00914457	1749.67
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0153867	2030.98
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0259086	2084.25
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0418028	2051.3
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0615098	2080.97
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0884482	2060.53
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.122352	2043.29
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0274771	72.7878
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0884707	76.2964
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.208645	76.6854
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.405159	77.1302
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.680489	79.3547
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08568	78.9828
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61912	79.0552
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31106	78.86
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.17447	78.7532
