func	kind	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	CRS	float	10000	10000	0.00872706	0.18563
mv_mul(CRS)	CRS	float	20000	20000	0.000604902	5.35624
mv_mul(CRS)	CRS	float	30000	30000	0.000809232	6.0057
mv_mul(CRS)	CRS	float	40000	40000	0.00100695	6.43526
mv_mul(CRS)	CRS	float	50000	50000	0.00122931	6.58905
mv_mul(CRS)	CRS	float	60000	60000	0.00146588	6.63085
mv_mul(CRS)	CRS	float	70000	70000	0.00163781	6.92387
mv_mul(CRS)	CRS	float	80000	80000	0.00181577	7.13747
mv_mul(CRS)	CRS	float	90000	90000	0.00204399	7.13311
mv_mul(CRS)	CRS	float	100000	100000	0.00220911	7.33328
mv_mul(CRS)	CRS	double	10000	10000	0.000475523	3.40678
mv_mul(CRS)	CRS	double	20000	20000	0.000757472	4.27738
mv_mul(CRS)	CRS	double	30000	30000	0.00104579	4.64721
mv_mul(CRS)	CRS	double	40000	40000	0.00133021	4.87142
mv_mul(CRS)	CRS	double	50000	50000	0.00164979	4.90973
mv_mul(CRS)	CRS	double	60000	60000	0.00191871	5.0659
mv_mul(CRS)	CRS	double	70000	70000	0.00219401	5.16862
mv_mul(CRS)	CRS	double	80000	80000	0.00269103	4.816
mv_mul(CRS)	CRS	double	90000	90000	0.00293763	4.96319
mv_mul(CRS)	CRS	double	100000	100000	0.00345035	4.69518
