func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00454877	439.679
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.013189	511.791
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0308267	519.03
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0624688	500.249
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.103008	524.232
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.158633	540.555
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238217	537.324
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.331064	550.498
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.464712	537.967
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00889884	224.748
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0273876	246.462
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0644488	248.259
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119686	261.1
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.204076	264.607
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.319637	268.273
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.478281	267.625
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.671094	271.571
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.917355	272.523
