func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00610998
convert(COO,CRS)	CRS	float	20000	20000	0.0121893
convert(COO,CRS)	CRS	float	30000	30000	0.023289
convert(COO,CRS)	CRS	float	40000	40000	0.0308264
convert(COO,CRS)	CRS	float	50000	50000	0.0384375
convert(COO,CRS)	CRS	float	60000	60000	0.0457531
convert(COO,CRS)	CRS	float	70000	70000	0.0532655
convert(COO,CRS)	CRS	float	80000	80000	0.0599445
convert(COO,CRS)	CRS	float	90000	90000	0.0675162
convert(COO,CRS)	CRS	float	100000	100000	0.074926
convert(COO,CRS)	CRS	double	10000	10000	0.00490038
convert(COO,CRS)	CRS	double	20000	20000	0.0132616
convert(COO,CRS)	CRS	double	30000	30000	0.0281981
convert(COO,CRS)	CRS	double	40000	40000	0.037561
convert(COO,CRS)	CRS	double	50000	50000	0.0469039
convert(COO,CRS)	CRS	double	60000	60000	0.0622928
convert(COO,CRS)	CRS	double	70000	70000	0.0720588
convert(COO,CRS)	CRS	double	80000	80000	0.0830965
convert(COO,CRS)	CRS	double	90000	90000	0.0935337
convert(COO,CRS)	CRS	double	100000	100000	0.103309
