func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00229333
convert(COO,Dense)	Dense	float	2000	2000	0.00535977
convert(COO,Dense)	Dense	float	3000	3000	0.0163495
convert(COO,Dense)	Dense	float	4000	4000	0.0283817
convert(COO,Dense)	Dense	float	5000	5000	0.0433513
convert(COO,Dense)	Dense	float	6000	6000	0.0609426
convert(COO,Dense)	Dense	float	7000	7000	0.0813874
convert(COO,Dense)	Dense	float	8000	8000	0.105323
convert(COO,Dense)	Dense	float	9000	9000	0.130509
convert(COO,Dense)	Dense	float	10000	10000	0.160176
convert(COO,Dense)	Dense	double	1000	1000	0.00278193
convert(COO,Dense)	Dense	double	2000	2000	0.00850681
convert(COO,Dense)	Dense	double	3000	3000	0.0302968
convert(COO,Dense)	Dense	double	4000	4000	0.0522455
convert(COO,Dense)	Dense	double	5000	5000	0.0802549
convert(COO,Dense)	Dense	double	6000	6000	0.11381
convert(COO,Dense)	Dense	double	7000	7000	0.153598
convert(COO,Dense)	Dense	double	8000	8000	0.197834
convert(COO,Dense)	Dense	double	9000	9000	0.249038
convert(COO,Dense)	Dense	double	10000	10000	0.304837
