func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00289971
transpose(Dense)	Dense	float	2000	2000	0.0153203
transpose(Dense)	Dense	float	3000	3000	0.0495741
transpose(Dense)	Dense	float	4000	4000	0.0972423
transpose(Dense)	Dense	float	5000	5000	0.15422
transpose(Dense)	Dense	float	6000	6000	0.212657
transpose(Dense)	Dense	float	7000	7000	0.318635
transpose(Dense)	Dense	float	8000	8000	0.392627
transpose(Dense)	Dense	float	9000	9000	0.527314
transpose(Dense)	Dense	float	10000	10000	0.613185
transpose(Dense)	Dense	double	1000	1000	0.00357951
transpose(Dense)	Dense	double	2000	2000	0.0282854
transpose(Dense)	Dense	double	3000	3000	0.0735895
transpose(Dense)	Dense	double	4000	4000	0.148863
transpose(Dense)	Dense	double	5000	5000	0.228394
transpose(Dense)	Dense	double	6000	6000	0.339104
transpose(Dense)	Dense	double	7000	7000	0.452668
transpose(Dense)	Dense	double	8000	8000	0.619254
transpose(Dense)	Dense	double	9000	9000	0.751841
transpose(Dense)	Dense	double	10000	10000	0.928961
