func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0361976	4.47544
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0512907	7.10656
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102373	6.32981
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.133849	7.56448
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.168221	8.66715
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0359412	4.50737
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0586279	6.21718
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0838712	7.72613
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.113056	8.95577
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.144181	10.1123
