func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(CRS,CRS,CRS)	CRS	float	10000	10000	0.000334596	2.42083	29.05
matsub(CRS,CRS,CRS)	CRS	float	20000	20000	0.000581153	2.78756	33.4507
matsub(CRS,CRS,CRS)	CRS	float	30000	30000	0.000788631	3.08129	36.9755
matsub(CRS,CRS,CRS)	CRS	float	40000	40000	0.00099059	3.27078	39.2493
matsub(CRS,CRS,CRS)	CRS	float	50000	50000	0.00117748	3.43955	41.2746
matsub(CRS,CRS,CRS)	CRS	float	60000	60000	0.00137958	3.52281	42.2737
matsub(CRS,CRS,CRS)	CRS	float	70000	70000	0.00160557	3.53146	42.3775
matsub(CRS,CRS,CRS)	CRS	float	80000	80000	0.00178614	3.62794	43.5353
matsub(CRS,CRS,CRS)	CRS	float	90000	90000	0.00197727	3.6869	44.2427
matsub(CRS,CRS,CRS)	CRS	float	100000	100000	0.00218643	3.70467	44.456
matsub(CRS,CRS,CRS)	CRS	double	10000	10000	0.000547149	1.4804	35.5296
matsub(CRS,CRS,CRS)	CRS	double	20000	20000	0.000945027	1.71424	41.1417
matsub(CRS,CRS,CRS)	CRS	double	30000	30000	0.00138762	1.7512	42.0288
matsub(CRS,CRS,CRS)	CRS	double	40000	40000	0.0017868	1.8133	43.5191
matsub(CRS,CRS,CRS)	CRS	double	50000	50000	0.00217238	1.86431	44.7435
matsub(CRS,CRS,CRS)	CRS	double	60000	60000	0.00255473	1.90235	45.6565
matsub(CRS,CRS,CRS)	CRS	double	70000	70000	0.00296508	1.91226	45.8941
matsub(CRS,CRS,CRS)	CRS	double	80000	80000	0.00341295	1.89865	45.5676
matsub(CRS,CRS,CRS)	CRS	double	90000	90000	0.00379569	1.9206	46.0944
matsub(CRS,CRS,CRS)	CRS	double	100000	100000	0.00417884	1.93834	46.5201
