func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00457187	437.457
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0136026	496.23
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.032159	497.529
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0628169	497.477
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.10134	532.862
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.157525	544.359
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.240463	532.306
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.333668	546.202
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.461719	541.455
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00850274	235.218
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.027868	242.213
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0629915	254.003
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119786	260.881
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.204949	263.48
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.320146	267.846
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.476844	268.432
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.670997	271.611
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.921285	271.36
