func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0087125	229.555
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0225915	298.785
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0591633	270.438
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0813279	384.247
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.12814	421.415
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.177173	483.99
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.243632	525.383
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.374571	486.556
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.470971	530.818
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0163207	122.543
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0494224	136.578
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0698199	229.161
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.130021	240.346
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.219728	245.759
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.321947	266.348
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.473128	270.54
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.667214	273.151
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.936763	266.876
