func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00829795	241.023
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00470732	1433.94
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00903028	1771.82
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0155254	2012.83
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0255375	2114.54
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0408158	2100.9
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.060302	2122.65
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0881822	2066.74
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121619	2055.6
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0276292	72.3871
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0879426	76.7546
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.207596	77.0727
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403795	77.3908
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.678601	79.5755
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08541	79.0025
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61518	79.2481
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.30518	79.0612
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16644	78.9529
