func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atanh(Dense)	Dense	float	1000	1000	0.000219533	4.55513
m_atanh(Dense)	Dense	float	2000	2000	0.000697025	5.73868
m_atanh(Dense)	Dense	float	3000	3000	0.00148895	6.04452
m_atanh(Dense)	Dense	float	4000	4000	0.00258933	6.17921
m_atanh(Dense)	Dense	float	5000	5000	0.00351458	7.11322
m_atanh(Dense)	Dense	float	6000	6000	0.00442714	8.13166
m_atanh(Dense)	Dense	float	7000	7000	0.00591352	8.2861
m_atanh(Dense)	Dense	float	8000	8000	0.00767661	8.33701
m_atanh(Dense)	Dense	float	9000	9000	0.00969903	8.35135
m_atanh(Dense)	Dense	float	10000	10000	0.0119115	8.39527
m_atanh(Dense)	Dense	double	1000	1000	0.00123187	0.811775
m_atanh(Dense)	Dense	double	2000	2000	0.00478826	0.835377
m_atanh(Dense)	Dense	double	3000	3000	0.0107872	0.834319
m_atanh(Dense)	Dense	double	4000	4000	0.0192002	0.833323
m_atanh(Dense)	Dense	double	5000	5000	0.0299792	0.833911
m_atanh(Dense)	Dense	double	6000	6000	0.0432032	0.833271
m_atanh(Dense)	Dense	double	7000	7000	0.0588336	0.832858
m_atanh(Dense)	Dense	double	8000	8000	0.0770845	0.830258
m_atanh(Dense)	Dense	double	9000	9000	0.0975601	0.830257
m_atanh(Dense)	Dense	double	10000	10000	0.120678	0.828653
