func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sin	vector	float	1000	4.63219e-05	0.0215881	0.172705
sin	vector	float	10000	4.53014e-05	0.220744	1.76595
sin	vector	float	100000	6.73412e-05	1.48497	11.8798
sin	vector	float	1000000	0.000289028	3.45987	27.679
sin	vector	float	10000000	0.00164074	6.09482	48.7586
sin	vector	float	100000000	0.0113519	8.80914	70.4731
sin	vector	double	1000	6.95504e-05	0.0143781	0.230049
sin	vector	double	10000	5.0815e-05	0.196792	3.14867
sin	vector	double	100000	0.000143238	0.698137	11.1702
sin	vector	double	1000000	0.000594497	1.6821	26.9135
sin	vector	double	10000000	0.0045386	2.20332	35.2532
sin	vector	double	100000000	0.0424701	2.3546	37.6735
