func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00243366	66.5665
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.00550878	66.1671
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0100497	64.4794
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.0214316	47.2433
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.0553171	26.3572
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0138377	11.7072
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0328491	11.0962
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0701886	9.23227
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0937368	10.8015
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.127987	11.3918
