func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00289502
transpose(Dense)	Dense	float	2000	2000	0.0154642
transpose(Dense)	Dense	float	3000	3000	0.0497451
transpose(Dense)	Dense	float	4000	4000	0.0982796
transpose(Dense)	Dense	float	5000	5000	0.154943
transpose(Dense)	Dense	float	6000	6000	0.215956
transpose(Dense)	Dense	float	7000	7000	0.318929
transpose(Dense)	Dense	float	8000	8000	0.404861
transpose(Dense)	Dense	float	9000	9000	0.528009
transpose(Dense)	Dense	float	10000	10000	0.61562
transpose(Dense)	Dense	double	1000	1000	0.00364219
transpose(Dense)	Dense	double	2000	2000	0.0282684
transpose(Dense)	Dense	double	3000	3000	0.0746582
transpose(Dense)	Dense	double	4000	4000	0.154325
transpose(Dense)	Dense	double	5000	5000	0.23037
transpose(Dense)	Dense	double	6000	6000	0.359703
transpose(Dense)	Dense	double	7000	7000	0.455276
transpose(Dense)	Dense	double	8000	8000	0.621389
transpose(Dense)	Dense	double	9000	9000	0.757731
transpose(Dense)	Dense	double	10000	10000	0.931091
