func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0367083	4.41317
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0513266	7.10159
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102319	6.33311
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.133725	7.57153
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.16765	8.69671
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0359475	4.50657
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.058599	6.22024
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0839239	7.72128
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.113166	8.94704
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.143701	10.1461
