func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_atan(Dense)	Dense	float	1000	1000	0.000277904	3.59836
m_atan(Dense)	Dense	float	2000	2000	0.000926511	4.31727
m_atan(Dense)	Dense	float	3000	3000	0.00200693	4.48447
m_atan(Dense)	Dense	float	4000	4000	0.00337286	4.74375
m_atan(Dense)	Dense	float	5000	5000	0.00465991	5.36491
m_atan(Dense)	Dense	float	6000	6000	0.00609302	5.9084
m_atan(Dense)	Dense	float	7000	7000	0.00824882	5.94025
m_atan(Dense)	Dense	float	8000	8000	0.010804	5.92373
m_atan(Dense)	Dense	float	9000	9000	0.0136332	5.94139
m_atan(Dense)	Dense	float	10000	10000	0.0167823	5.95866
m_atan(Dense)	Dense	double	1000	1000	0.000730256	1.36938
m_atan(Dense)	Dense	double	2000	2000	0.00254509	1.57165
m_atan(Dense)	Dense	double	3000	3000	0.00557781	1.61354
m_atan(Dense)	Dense	double	4000	4000	0.0099205	1.61282
m_atan(Dense)	Dense	double	5000	5000	0.0155098	1.61189
m_atan(Dense)	Dense	double	6000	6000	0.0221928	1.62215
m_atan(Dense)	Dense	double	7000	7000	0.0301392	1.62579
m_atan(Dense)	Dense	double	8000	8000	0.0393442	1.62667
m_atan(Dense)	Dense	double	9000	9000	0.0497194	1.62914
m_atan(Dense)	Dense	double	10000	10000	0.0613269	1.6306
