func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_sub(CRS,CRS,CRS)	CRS	float	10000	10000	0.000346499	4.67534	28.0521
mm_sub(CRS,CRS,CRS)	CRS	float	20000	20000	0.000601091	5.3902	32.3412
mm_sub(CRS,CRS,CRS)	CRS	float	30000	30000	0.000814473	5.96705	35.8023
mm_sub(CRS,CRS,CRS)	CRS	float	40000	40000	0.000970695	6.67563	40.0538
mm_sub(CRS,CRS,CRS)	CRS	float	50000	50000	0.00117446	6.89676	41.3806
mm_sub(CRS,CRS,CRS)	CRS	float	60000	60000	0.00142938	6.80013	40.8008
mm_sub(CRS,CRS,CRS)	CRS	float	70000	70000	0.00158147	7.17054	43.0232
mm_sub(CRS,CRS,CRS)	CRS	float	80000	80000	0.00178141	7.27514	43.6508
mm_sub(CRS,CRS,CRS)	CRS	float	90000	90000	0.00198199	7.35623	44.1374
mm_sub(CRS,CRS,CRS)	CRS	float	100000	100000	0.00217753	7.43963	44.6378
mm_sub(CRS,CRS,CRS)	CRS	double	10000	10000	0.000589661	2.74734	32.9681
mm_sub(CRS,CRS,CRS)	CRS	double	20000	20000	0.000994665	3.25738	39.0885
mm_sub(CRS,CRS,CRS)	CRS	double	30000	30000	0.00137725	3.52878	42.3453
mm_sub(CRS,CRS,CRS)	CRS	double	40000	40000	0.00178045	3.63953	43.6743
mm_sub(CRS,CRS,CRS)	CRS	double	50000	50000	0.00216848	3.73534	44.8241
mm_sub(CRS,CRS,CRS)	CRS	double	60000	60000	0.00262014	3.70972	44.5166
mm_sub(CRS,CRS,CRS)	CRS	double	70000	70000	0.00298128	3.80374	45.6449
mm_sub(CRS,CRS,CRS)	CRS	double	80000	80000	0.0033441	3.87548	46.5058
mm_sub(CRS,CRS,CRS)	CRS	double	90000	90000	0.00374007	3.89832	46.7799
mm_sub(CRS,CRS,CRS)	CRS	double	100000	100000	0.00413403	3.9187	47.0244
