func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.00662194
convert(COO,CRS)	CRS	float	20000	20000	0.0129548
convert(COO,CRS)	CRS	float	30000	30000	0.0241936
convert(COO,CRS)	CRS	float	40000	40000	0.0311924
convert(COO,CRS)	CRS	float	50000	50000	0.0379958
convert(COO,CRS)	CRS	float	60000	60000	0.0462671
convert(COO,CRS)	CRS	float	70000	70000	0.0528194
convert(COO,CRS)	CRS	float	80000	80000	0.0610827
convert(COO,CRS)	CRS	float	90000	90000	0.0678415
convert(COO,CRS)	CRS	float	100000	100000	0.0754234
convert(COO,CRS)	CRS	double	10000	10000	0.00500128
convert(COO,CRS)	CRS	double	20000	20000	0.013333
convert(COO,CRS)	CRS	double	30000	30000	0.0293191
convert(COO,CRS)	CRS	double	40000	40000	0.0381458
convert(COO,CRS)	CRS	double	50000	50000	0.046597
convert(COO,CRS)	CRS	double	60000	60000	0.0619767
convert(COO,CRS)	CRS	double	70000	70000	0.0730479
convert(COO,CRS)	CRS	double	80000	80000	0.0833539
convert(COO,CRS)	CRS	double	90000	90000	0.092975
convert(COO,CRS)	CRS	double	100000	100000	0.103305
