func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00269401
convert(COO,Dense)	Dense	float	2000	2000	0.00600041
convert(COO,Dense)	Dense	float	3000	3000	0.0349813
convert(COO,Dense)	Dense	float	4000	4000	0.0650878
convert(COO,Dense)	Dense	float	5000	5000	0.0998988
convert(COO,Dense)	Dense	float	6000	6000	0.144001
convert(COO,Dense)	Dense	float	7000	7000	0.193236
convert(COO,Dense)	Dense	float	8000	8000	0.249843
convert(COO,Dense)	Dense	float	9000	9000	0.313008
convert(COO,Dense)	Dense	float	10000	10000	0.379213
convert(COO,Dense)	Dense	double	1000	1000	0.00343314
convert(COO,Dense)	Dense	double	2000	2000	0.01144
convert(COO,Dense)	Dense	double	3000	3000	0.0702092
convert(COO,Dense)	Dense	double	4000	4000	0.12334
convert(COO,Dense)	Dense	double	5000	5000	0.191894
convert(COO,Dense)	Dense	double	6000	6000	0.274471
convert(COO,Dense)	Dense	double	7000	7000	0.368428
convert(COO,Dense)	Dense	double	8000	8000	0.474161
convert(COO,Dense)	Dense	double	9000	9000	0.564975
convert(COO,Dense)	Dense	double	10000	10000	0.638762
