func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(Dense,Dense,Dense)	Dense	float	1000	1000	0.000179989	5.55588	66.6706
mm_add(Dense,Dense,Dense)	Dense	float	2000	2000	0.000543939	7.35377	88.2453
mm_add(Dense,Dense,Dense)	Dense	float	3000	3000	0.00114745	7.84347	94.1217
mm_add(Dense,Dense,Dense)	Dense	float	4000	4000	0.00199203	8.03201	96.3841
mm_add(Dense,Dense,Dense)	Dense	float	5000	5000	0.00326787	7.65025	91.8031
mm_add(Dense,Dense,Dense)	Dense	float	6000	6000	0.00458674	7.8487	94.1844
mm_add(Dense,Dense,Dense)	Dense	float	7000	7000	0.00615133	7.96576	95.5891
mm_add(Dense,Dense,Dense)	Dense	float	8000	8000	0.00798074	8.0193	96.2316
mm_add(Dense,Dense,Dense)	Dense	float	9000	9000	0.0100213	8.08281	96.9938
mm_add(Dense,Dense,Dense)	Dense	float	10000	10000	0.012304	8.12741	97.5289
mm_add(Dense,Dense,Dense)	Dense	double	1000	1000	0.000299545	3.3384	80.1215
mm_add(Dense,Dense,Dense)	Dense	double	2000	2000	0.00102521	3.90164	93.6393
mm_add(Dense,Dense,Dense)	Dense	double	3000	3000	0.00225855	3.98486	95.6366
mm_add(Dense,Dense,Dense)	Dense	double	4000	4000	0.00409115	3.91088	93.8611
mm_add(Dense,Dense,Dense)	Dense	double	5000	5000	0.00624825	4.00112	96.0269
mm_add(Dense,Dense,Dense)	Dense	double	6000	6000	0.0088968	4.0464	97.1136
mm_add(Dense,Dense,Dense)	Dense	double	7000	7000	0.0120252	4.07479	97.795
mm_add(Dense,Dense,Dense)	Dense	double	8000	8000	0.0156255	4.09587	98.3009
mm_add(Dense,Dense,Dense)	Dense	double	9000	9000	0.0197038	4.11089	98.6614
mm_add(Dense,Dense,Dense)	Dense	double	10000	10000	0.0242732	4.11977	98.8746
