func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.005532
convert(COO,CRS)	CRS	float	20000	20000	0.0112767
convert(COO,CRS)	CRS	float	30000	30000	0.0160465
convert(COO,CRS)	CRS	float	40000	40000	0.0199377
convert(COO,CRS)	CRS	float	50000	50000	0.0240314
convert(COO,CRS)	CRS	float	60000	60000	0.0276475
convert(COO,CRS)	CRS	float	70000	70000	0.0319557
convert(COO,CRS)	CRS	float	80000	80000	0.0364078
convert(COO,CRS)	CRS	float	90000	90000	0.040918
convert(COO,CRS)	CRS	float	100000	100000	0.0454258
convert(COO,CRS)	CRS	double	10000	10000	0.00349305
convert(COO,CRS)	CRS	double	20000	20000	0.0071699
convert(COO,CRS)	CRS	double	30000	30000	0.0176057
convert(COO,CRS)	CRS	double	40000	40000	0.0218466
convert(COO,CRS)	CRS	double	50000	50000	0.0270662
convert(COO,CRS)	CRS	double	60000	60000	0.0370934
convert(COO,CRS)	CRS	double	70000	70000	0.0429416
convert(COO,CRS)	CRS	double	80000	80000	0.048362
convert(COO,CRS)	CRS	double	90000	90000	0.0541307
convert(COO,CRS)	CRS	double	100000	100000	0.0601358
