func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_sub(Dense,Dense)	Dense	float	1000	1000	0.000491805	2.03333	16.2666
sm_sub(Dense,Dense)	Dense	float	2000	2000	0.000262724	15.2251	121.801
sm_sub(Dense,Dense)	Dense	float	3000	3000	0.00634469	1.41851	11.3481
sm_sub(Dense,Dense)	Dense	float	4000	4000	0.014037	1.13984	9.11873
sm_sub(Dense,Dense)	Dense	float	5000	5000	0.0115005	2.17382	17.3906
sm_sub(Dense,Dense)	Dense	float	6000	6000	0.0350757	1.02635	8.21082
sm_sub(Dense,Dense)	Dense	float	7000	7000	0.0486403	1.0074	8.05916
sm_sub(Dense,Dense)	Dense	float	8000	8000	0.0469364	1.36355	10.9084
sm_sub(Dense,Dense)	Dense	float	9000	9000	0.050163	1.61474	12.9179
sm_sub(Dense,Dense)	Dense	float	10000	10000	0.0679832	1.47095	11.7676
sm_sub(Dense,Dense)	Dense	double	1000	1000	7.99917e-05	12.5013	200.021
sm_sub(Dense,Dense)	Dense	double	2000	2000	0.00492429	0.8123	12.9968
sm_sub(Dense,Dense)	Dense	double	3000	3000	0.0162209	0.55484	8.87745
sm_sub(Dense,Dense)	Dense	double	4000	4000	0.0109262	1.46437	23.43
sm_sub(Dense,Dense)	Dense	double	5000	5000	0.0324385	0.770689	12.331
sm_sub(Dense,Dense)	Dense	double	6000	6000	0.0681592	0.528175	8.4508
sm_sub(Dense,Dense)	Dense	double	7000	7000	0.082319	0.595246	9.52393
sm_sub(Dense,Dense)	Dense	double	8000	8000	0.102871	0.622136	9.95418
sm_sub(Dense,Dense)	Dense	double	9000	9000	0.155122	0.52217	8.35471
sm_sub(Dense,Dense)	Dense	double	10000	10000	0.106314	0.940612	15.0498
