func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.00242756	0.333669
m_tanh(CRS)	CRS	float	20000	20000	0.00473509	0.342127
m_tanh(CRS)	CRS	float	30000	30000	0.00692987	0.350656
m_tanh(CRS)	CRS	float	40000	40000	0.0115279	0.281058
m_tanh(CRS)	CRS	float	50000	50000	0.0115186	0.351605
m_tanh(CRS)	CRS	float	60000	60000	0.0138946	0.349775
m_tanh(CRS)	CRS	float	70000	70000	0.0160974	0.352232
m_tanh(CRS)	CRS	float	80000	80000	0.0184957	0.350351
m_tanh(CRS)	CRS	float	90000	90000	0.020842	0.349774
m_tanh(CRS)	CRS	float	100000	100000	0.0231195	0.350353
m_tanh(CRS)	CRS	double	10000	10000	0.00208978	0.387601
m_tanh(CRS)	CRS	double	20000	20000	0.00428691	0.377894
m_tanh(CRS)	CRS	double	30000	30000	0.00637132	0.381396
m_tanh(CRS)	CRS	double	40000	40000	0.00828964	0.390849
m_tanh(CRS)	CRS	double	50000	50000	0.0102122	0.396586
m_tanh(CRS)	CRS	double	60000	60000	0.0120688	0.40269
m_tanh(CRS)	CRS	double	70000	70000	0.0142242	0.398616
m_tanh(CRS)	CRS	double	80000	80000	0.016173	0.400669
m_tanh(CRS)	CRS	double	90000	90000	0.0182174	0.400167
m_tanh(CRS)	CRS	double	100000	100000	0.0202158	0.400676
