func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.0126351
transpose(Dense)	Dense	float	2000	2000	0.0517001
transpose(Dense)	Dense	float	3000	3000	0.131294
transpose(Dense)	Dense	float	4000	4000	0.246935
transpose(Dense)	Dense	float	5000	5000	0.420251
transpose(Dense)	Dense	float	6000	6000	0.63142
transpose(Dense)	Dense	float	7000	7000	0.894773
transpose(Dense)	Dense	float	8000	8000	1.20684
transpose(Dense)	Dense	float	9000	9000	1.53135
transpose(Dense)	Dense	float	10000	10000	1.90458
transpose(Dense)	Dense	double	1000	1000	0.0105552
transpose(Dense)	Dense	double	2000	2000	0.0587084
transpose(Dense)	Dense	double	3000	3000	0.18561
transpose(Dense)	Dense	double	4000	4000	0.345274
transpose(Dense)	Dense	double	5000	5000	0.569412
transpose(Dense)	Dense	double	6000	6000	0.822858
transpose(Dense)	Dense	double	7000	7000	1.13012
transpose(Dense)	Dense	double	8000	8000	1.51081
transpose(Dense)	Dense	double	9000	9000	1.98496
transpose(Dense)	Dense	double	10000	10000	2.55566
