func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.00252991
convert(COO,Dense)	Dense	float	2000	2000	0.00597612
convert(COO,Dense)	Dense	float	3000	3000	0.0350948
convert(COO,Dense)	Dense	float	4000	4000	0.065032
convert(COO,Dense)	Dense	float	5000	5000	0.100529
convert(COO,Dense)	Dense	float	6000	6000	0.144666
convert(COO,Dense)	Dense	float	7000	7000	0.192253
convert(COO,Dense)	Dense	float	8000	8000	0.249637
convert(COO,Dense)	Dense	float	9000	9000	0.312567
convert(COO,Dense)	Dense	float	10000	10000	0.379871
convert(COO,Dense)	Dense	double	1000	1000	0.00344583
convert(COO,Dense)	Dense	double	2000	2000	0.0114354
convert(COO,Dense)	Dense	double	3000	3000	0.0699052
convert(COO,Dense)	Dense	double	4000	4000	0.123367
convert(COO,Dense)	Dense	double	5000	5000	0.191729
convert(COO,Dense)	Dense	double	6000	6000	0.275769
convert(COO,Dense)	Dense	double	7000	7000	0.367915
convert(COO,Dense)	Dense	double	8000	8000	0.472745
convert(COO,Dense)	Dense	double	9000	9000	0.586771
convert(COO,Dense)	Dense	double	10000	10000	0.665221
