func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_floor(CRS)	CRS	float	10000	10000	0.000137503	5.89077
m_floor(CRS)	CRS	float	20000	20000	0.000519343	3.11933
m_floor(CRS)	CRS	float	30000	30000	0.00172948	1.40505
m_floor(CRS)	CRS	float	40000	40000	0.00240829	1.34535
m_floor(CRS)	CRS	float	50000	50000	0.00300652	1.34707
m_floor(CRS)	CRS	float	60000	60000	0.00361772	1.34339
m_floor(CRS)	CRS	float	70000	70000	0.00423805	1.33788
m_floor(CRS)	CRS	float	80000	80000	0.00484333	1.33792
m_floor(CRS)	CRS	float	90000	90000	0.0054556	1.33624
m_floor(CRS)	CRS	float	100000	100000	0.00606445	1.33565
m_floor(CRS)	CRS	double	10000	10000	0.000520506	1.55618
m_floor(CRS)	CRS	double	20000	20000	0.00239071	0.677622
m_floor(CRS)	CRS	double	30000	30000	0.00361195	0.672766
m_floor(CRS)	CRS	double	40000	40000	0.00481398	0.67304
m_floor(CRS)	CRS	double	50000	50000	0.00601729	0.67306
m_floor(CRS)	CRS	double	60000	60000	0.00722091	0.673046
m_floor(CRS)	CRS	double	70000	70000	0.00844045	0.671765
m_floor(CRS)	CRS	double	80000	80000	0.00965851	0.670911
m_floor(CRS)	CRS	double	90000	90000	0.0108443	0.672243
m_floor(CRS)	CRS	double	100000	100000	0.0120587	0.671715
