func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00822737	243.091
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0260871	258.749
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0653936	244.672
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.129625	241.081
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.246327	219.221
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.409709	209.295
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.508605	251.669
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.75005	242.984
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	1.11865	223.483
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0165275	121.011
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.056872	118.688
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.132493	120.761
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.268349	116.453
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.455286	118.607
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.746551	114.862
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.06769	119.885
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.54815	117.721
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.17507	114.939
