func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00895969	223.222
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0274712	245.712
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0560296	285.564
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0736066	424.554
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.121316	445.12
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.166077	516.326
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238495	536.7
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.336638	541.383
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.474148	527.261
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00948128	210.942
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0280075	241.007
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0726133	220.345
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.11792	265.01
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.214048	252.28
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.337848	253.812
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.476287	268.746
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.684947	266.079
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.94316	265.066
