func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00837371	238.843
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00382005	1766.99
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00818413	1955
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0156917	1991.5
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.025861	2088.08
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414821	2067.16
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0615998	2077.93
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0904579	2014.75
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.123231	2028.71
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0281404	71.0721
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0893531	75.543
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.211325	75.7128
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.411057	76.0235
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.690104	78.2491
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.10097	77.8856
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.64253	77.9284
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.34434	77.7405
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.21944	77.6531
