func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.0142362
convert(COO,CRS)	CRS	float	20000	20000	0.0263716
convert(COO,CRS)	CRS	float	30000	30000	0.0500224
convert(COO,CRS)	CRS	float	40000	40000	0.0659149
convert(COO,CRS)	CRS	float	50000	50000	0.0829634
convert(COO,CRS)	CRS	float	60000	60000	0.100009
convert(COO,CRS)	CRS	float	70000	70000	0.112365
convert(COO,CRS)	CRS	float	80000	80000	0.112067
convert(COO,CRS)	CRS	float	90000	90000	0.115688
convert(COO,CRS)	CRS	float	100000	100000	0.126646
convert(COO,CRS)	CRS	double	10000	10000	0.00681531
convert(COO,CRS)	CRS	double	20000	20000	0.0229347
convert(COO,CRS)	CRS	double	30000	30000	0.062876
convert(COO,CRS)	CRS	double	40000	40000	0.0782839
convert(COO,CRS)	CRS	double	50000	50000	0.0973626
convert(COO,CRS)	CRS	double	60000	60000	0.109441
convert(COO,CRS)	CRS	double	70000	70000	0.127605
convert(COO,CRS)	CRS	double	80000	80000	0.147433
convert(COO,CRS)	CRS	double	90000	90000	0.164184
convert(COO,CRS)	CRS	double	100000	100000	0.181818
