func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0108494	184.343
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0240587	280.564
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.051664	309.694
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0939316	332.689
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.150128	359.694
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.231276	370.769
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.336362	380.542
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.494304	368.7
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.646868	386.478
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0105245	190.032
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0335949	200.923
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0794314	201.432
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.152466	204.964
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.257257	209.907
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.401928	213.347
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.591612	216.358
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.827846	220.15
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.12232	222.752
