func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	6.68e-07	2.99401	5.98802	
nrm2	float	10000	2.6112e-06	7.65931	15.3186	
nrm2	float	100000	9.1258e-06	21.9159	43.8318	
nrm2	float	1000000	2.62385e-05	76.2239	152.448	
nrm2	float	10000000	0.000430838	46.4212	92.8424	
nrm2	float	100000000	0.00898015	22.2714	44.5427	
nrm2	double	1000	5.244e-07	3.81388	15.2555	
nrm2	double	10000	8.5502e-06	2.33913	9.35651	
nrm2	double	100000	1.07393e-05	18.6232	74.4928	
nrm2	double	1000000	3.32798e-05	60.0965	240.386	
nrm2	double	10000000	0.00745077	2.68429	10.7371	
nrm2	double	100000000	0.0172889	11.5681	46.2725	
