func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
dot	float	1000	2.36e-07	8.47458	33.8983	
dot	float	10000	8.992e-06	2.2242	8.8968	
dot	float	100000	1.08455e-05	18.4408	73.7633	
dot	float	1000000	2.78316e-05	71.8608	287.443	
dot	float	10000000	0.00696803	2.87025	11.481	
dot	float	100000000	0.0157938	12.6632	50.6528	
dot	double	1000	4.61e-07	4.33839	34.7072	
dot	double	10000	8.4409e-06	2.36942	18.9553	
dot	double	100000	0.000102172	1.95749	15.6599	
dot	double	1000000	4.72519e-05	42.3263	338.611	
dot	double	10000000	0.0164819	1.21345	9.70763	
dot	double	100000000	0.0313172	6.38628	51.0902	
