func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_add	float	1000	1.76468e-05	0.113335	0.68001	
vv_add	float	10000	2.64031e-05	0.757487	4.54492	
vv_add	float	100000	0.000121734	1.64293	9.85755	
vv_add	float	1000000	0.000861105	2.3226	13.9356	
vv_add	float	10000000	0.03096	0.645994	3.87596	
vv_add	float	100000000	0.273138	0.732231	4.39338	
vv_add	double	1000	0.00020864	0.00958587	0.11503	
vv_add	double	10000	3.58994e-05	0.557112	6.68535	
vv_add	double	100000	0.000149103	1.34136	16.0963	
vv_add	double	1000000	0.00166876	1.1985	14.382	
vv_add	double	10000000	0.0587487	0.340433	4.0852	
vv_add	double	100000000	0.51731	0.386616	4.63939	
