func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.000503353	0.00198668	0.0079467	
asum	float	10000	0.000512876	0.0194979	0.0779916	
asum	float	100000	0.000519329	0.192556	0.770225	
asum	float	1000000	0.000555919	1.79882	7.19529	
asum	float	10000000	0.000935788	10.6862	42.7447	
asum	float	100000000	0.00463314	21.5836	86.3346	
asum	double	1000	0.000486411	0.00205587	0.016447	
asum	double	10000	0.000482772	0.0207137	0.16571	
asum	double	100000	0.000787653	0.126959	1.01568	
asum	double	1000000	0.000536595	1.8636	14.9088	
asum	double	10000000	0.00123496	8.09742	64.7794	
asum	double	100000000	0.00825741	12.1103	96.8827	
