func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_add	float	1000	1.72e-05	0.116279	0.465116	
sv_add	float	10000	2.5958e-05	0.770475	3.0819	
sv_add	float	100000	0.00011517	1.73657	6.94628	
sv_add	float	1000000	0.000826241	2.4206	9.68241	
sv_add	float	10000000	0.0234711	0.852112	3.40845	
sv_add	float	100000000	0.221904	0.90129	3.60516	
sv_add	double	1000	1.7935e-05	0.111514	0.89211	
sv_add	double	10000	3.52848e-05	0.566816	4.53453	
sv_add	double	100000	0.000176297	1.13445	9.07562	
sv_add	double	1000000	0.00150554	1.32843	10.6274	
sv_add	double	10000000	0.0436117	0.458593	3.66874	
sv_add	double	100000000	0.4496	0.44484	3.55872	
