func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000239499	0.00417538	0.0334031	
tanh	float	10000	4.02706e-05	0.24832	1.98656	
tanh	float	100000	0.000155982	0.641102	5.12881	
tanh	float	1000000	0.00124311	0.804431	6.43545	
tanh	float	10000000	0.0111779	0.894625	7.157	
tanh	float	100000000	0.111033	0.900635	7.20508	
tanh	double	1000	1.23474e-05	0.0809887	1.29582	
tanh	double	10000	2.83192e-05	0.353117	5.64988	
tanh	double	100000	0.000247799	0.403553	6.45685	
tanh	double	1000000	0.00194671	0.513688	8.21901	
tanh	double	10000000	0.0185833	0.538118	8.60989	
tanh	double	100000000	0.184698	0.541425	8.6628	
