func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.533e-07	3.94789	31.5831	
scal	float	10000	1.7604e-06	5.68053	45.4442	
scal	float	100000	8.8531e-06	11.2955	90.3638	
scal	float	1000000	2.21007e-05	45.2474	361.979	
scal	float	10000000	0.000418591	23.8897	191.117	
scal	float	100000000	0.0167144	5.98287	47.8629	
scal	double	1000	3.11e-07	3.21543	51.4469	
scal	double	10000	8.8184e-06	1.13399	18.1439	
scal	double	100000	1.04576e-05	9.56242	152.999	
scal	double	1000000	4.10619e-05	24.3535	389.656	
scal	double	10000000	0.00917146	1.09034	17.4454	
scal	double	100000000	0.0442881	2.25794	36.1271	
