func	prec	M	N	time[sec]	perf[GFLOPS] 
mv_mul(CRS)	float	1000	1000	0.0254448	0.00636672	
mv_mul(CRS)	float	10000	10000	0.000941841	1.72004	
mv_mul(CRS)	float	100000	100000	0.00332708	4.86914	
mv_mul(CRS)	float	1000000	1000000	0.0223313	7.25438	
mv_mul(CRS)	double	1000	1000	0.000705466	0.229636	
mv_mul(CRS)	double	10000	10000	0.00113789	1.42369	
mv_mul(CRS)	double	100000	100000	0.0038312	4.22844	
mv_mul(CRS)	double	1000000	1000000	0.0303627	5.3355	
