func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	2.971e-07	6.73174	40.3904	
axpy	float	10000	7.9122e-06	2.52774	15.1665	
axpy	float	100000	9.8149e-06	20.3772	122.263	
axpy	float	1000000	3.31092e-05	60.4062	362.437	
axpy	float	10000000	0.00777327	2.57292	15.4375	
axpy	float	100000000	0.0379781	5.26619	31.5971	
axpy	double	1000	4.714e-07	4.24268	50.9122	
axpy	double	10000	8.0417e-06	2.48704	29.8444	
axpy	double	100000	1.13555e-05	17.6126	211.351	
axpy	double	1000000	6.02068e-05	33.2188	398.626	
axpy	double	10000000	0.0175041	1.14259	13.711	
axpy	double	100000000	0.0553917	3.61065	43.3278	
