func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
v_minus	float	1000	0.000444147	0.00225151	0.018012	
v_minus	float	10000	1.92632e-05	0.519125	4.153	
v_minus	float	100000	0.000143708	0.695854	5.56683	
v_minus	float	1000000	0.00125584	0.796278	6.37022	
v_minus	float	10000000	0.0301215	0.331989	2.65591	
v_minus	float	100000000	0.270739	0.36936	2.95488	
v_minus	double	1000	1.15775e-05	0.0863744	1.38199	
v_minus	double	10000	2.97192e-05	0.336483	5.38372	
v_minus	double	100000	0.000200824	0.497949	7.96718	
v_minus	double	1000000	0.00233124	0.428956	6.8633	
v_minus	double	10000000	0.0539495	0.185359	2.96574	
v_minus	double	100000000	0.5417	0.184604	2.95366	
