func	prec	M	N	time[sec]	perf[GFLOPS] 
mv_mul(CRS)	float	1000	1000	6.76974e-05	2.393	
mv_mul(CRS)	float	10000	10000	0.000195867	8.27091	
mv_mul(CRS)	float	100000	100000	0.00961988	1.68401	
mv_mul(CRS)	float	1000000	1000000	0.101899	1.58981	
mv_mul(CRS)	double	1000	1000	3.13269e-05	5.17127	
mv_mul(CRS)	double	10000	10000	0.000237687	6.8157	
mv_mul(CRS)	double	100000	100000	0.0150707	1.07493	
mv_mul(CRS)	double	1000000	1000000	0.149689	1.08225	
