func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	0.00093395	0.00214144	0.0128487	
axpyz	float	10000	0.000970516	0.0206076	0.123646	
axpyz	float	100000	0.00126838	0.157682	0.94609	
axpyz	float	1000000	0.00419086	0.477229	2.86337	
axpyz	float	10000000	0.0311321	0.642424	3.85454	
axpyz	float	100000000	0.266012	0.751845	4.51107	
axpyz	double	1000	0.000732134	0.00273174	0.0327809	
axpyz	double	10000	0.000763209	0.0262051	0.314462	
axpyz	double	100000	0.00109305	0.182974	2.19568	
axpyz	double	1000000	0.00407552	0.490735	5.88882	
axpyz	double	10000000	0.035104	0.569735	6.83682	
axpyz	double	100000000	0.341855	0.585043	7.02052	
